ROW_ID,temp_cpu,temp_h,temp_p,humidity,pressure,pitch,roll,yaw,mag_x,mag_y,mag_z,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,reset,time_stamp
143,35.24,26.82,25.99,61.81,1021.77,359.18,359.83,261.28,-2.648243,24.17585,73.035786,0.015401,-0.002987,1.033401,-0.00012,-4.6E-05,-6.6E-05,0,2015-08-21 00:22:20
144,35.31,26.82,25.99,61.78,1021.75,359.1,359.84,261.55,-2.526863,24.255683,72.691315,0.015457,-0.003068,1.033532,-0.000105,0.000584,4.4E-05,0,2015-08-21 00:22:30
145,35.3,26.83,26,61.74,1021.77,359.15,359.81,261.32,-2.69811,24.292208,73.071393,0.015426,-0.003039,1.03338,-0.00046,-0.001721,0.000231,0,2015-08-21 00:22:41
146,35.29,26.82,26,61.91,1021.79,359.14,359.79,261.17,-2.789538,24.76577,73.050799,0.015447,-0.00296,1.033385,-0.000612,-0.001828,0.000398,0,2015-08-21 00:22:50
147,35.23,26.85,26,61.67,1021.77,359.14,359.82,261.47,-2.645239,24.731591,72.960807,0.015318,-0.002966,1.033378,-0.000313,0.001184,0.000452,0,2015-08-21 00:23:00
148,35.31,26.86,26.01,61.82,1021.77,359.21,359.82,261.19,-2.758046,24.425529,72.900684,0.015356,-0.002846,1.033426,-0.000438,0.001393,0.000481,0,2015-08-21 00:23:11
149,35.26,26.85,26.01,61.87,1021.77,359.09,359.82,261,-2.827201,24.242362,72.69657,0.015481,-0.002951,1.033483,-0.000346,-0.001058,0.000165,0,2015-08-21 00:23:20
150,35.3,26.86,26.02,62.01,1021.77,359.13,359.84,260.68,-2.894276,24.213315,72.871246,0.015347,-0.002811,1.033611,-0.000178,-0.000263,9.8E-05,0,2015-08-21 00:23:30
151,35.25,26.85,26.02,61.96,1021.77,359.13,359.83,260.66,-2.961686,24.240551,72.843551,0.015187,-0.002877,1.033586,-0.0003,-0.000972,0.000252,0,2015-08-21 00:23:41
152,35.32,26.86,26.02,61.96,1021.77,359.16,359.83,260.68,-2.959344,24.42732,73.01257,0.015412,-0.002888,1.033447,-0.000119,0.000987,0.00032,0,2015-08-21 00:23:50
153,35.29,26.87,26.03,61.73,1021.78,359.09,359.84,260.49,-2.989209,24.147275,72.833029,0.015383,-0.002844,1.03355,-0.000109,0.000571,0.0002,0,2015-08-21 00:24:00
154,35.24,26.88,26.03,62.02,1021.78,359.11,359.84,260.39,-3.099128,24.193603,72.551722,0.015284,-0.00282,1.033409,3.7E-05,-0.000258,-1E-06,0,2015-08-21 00:24:11
155,35.26,26.89,26.04,62.04,1021.78,359.2,359.86,260.06,-3.198535,24.385931,72.757955,0.015468,-0.002811,1.033418,0.00034,0.000185,-4.7E-05,0,2015-08-21 00:24:20
156,35.35,26.89,26.04,62.03,1021.8,359.21,359.87,260.4,-3.095682,24.539789,72.759504,0.015347,-0.002862,1.033433,0.000355,0.000754,-0.000174,0,2015-08-21 00:24:30
157,35.32,26.89,26.04,61.84,1021.8,359.22,359.86,260.28,-3.099786,24.391899,72.762587,0.015364,-0.002942,1.03342,0.000233,0.002009,-0.000159,0,2015-08-21 00:24:41
158,35.35,26.88,26.05,61.89,1021.81,359.25,359.86,260.83,-2.874754,24.246215,72.536986,0.015365,-0.00293,1.03328,0.000241,0.002177,-8.7E-05,0,2015-08-21 00:24:50
159,35.33,26.88,26.05,61.86,1021.8,359.12,359.84,261.03,-2.750929,24.183118,72.623423,0.015417,-0.002957,1.033497,7E-06,0.000677,1.2E-05,0,2015-08-21 00:25:00
160,35.33,26.9,26.06,61.85,1021.81,359.19,359.85,260.56,-3.017357,24.421421,72.377236,0.015358,-0.002957,1.03359,0.000161,0.001305,-0.00022,0,2015-08-21 00:25:11
161,35.37,26.9,26.06,61.94,1021.81,359.15,359.85,260.22,-3.191562,24.437173,72.694519,0.015406,-0.002822,1.033401,0.000366,0.000889,-0.000341,0,2015-08-21 00:25:20
162,35.43,26.91,26.06,61.82,1021.81,359.17,359.86,260.72,-2.89668,24.406095,72.782975,0.015451,-0.002893,1.033494,0.00034,-0.000571,-0.00028,0,2015-08-21 00:25:31
163,35.38,26.9,26.07,61.8,1021.82,359.12,359.86,260.46,-3.052126,24.201939,72.700604,0.015341,-0.002788,1.033537,0.000354,-0.000774,-0.000324,0,2015-08-21 00:25:41
164,35.42,26.91,26.07,61.8,1021.81,359.14,359.86,260.52,-3.049882,24.508112,72.444626,0.015392,-0.002829,1.03345,0.00027,0.001462,-0.000358,0,2015-08-21 00:25:50
165,35.35,26.92,26.07,61.91,1021.82,359.17,359.86,259.77,-3.345025,24.419261,72.570812,0.015356,-0.002776,1.033305,0.000216,0.000123,-0.000329,0,2015-08-21 00:26:01
166,35.31,26.91,26.08,61.91,1021.84,359.2,359.84,260.29,-3.105766,24.449948,72.21316,0.015488,-0.002962,1.033369,6.2E-05,0.000648,-0.000134,0,2015-08-21 00:26:10
167,35.36,26.93,26.08,61.88,1021.84,359.12,359.84,260.41,-3.086786,24.362976,72.32058,0.015381,-0.002809,1.03346,-1E-06,-0.00241,0.000153,0,2015-08-21 00:26:20
168,35.39,26.92,26.09,61.83,1021.83,359.18,359.85,260.34,-3.084442,24.32499,72.436257,0.015289,-0.00284,1.033442,3.8E-05,-0.001514,0.00013,0,2015-08-21 00:26:31
169,35.35,26.94,26.09,61.85,1021.85,359.11,359.83,260.27,-3.122387,24.177224,72.514475,0.015505,-0.003023,1.033481,1.4E-05,-0.000924,8.4E-05,0,2015-08-21 00:26:40
170,35.35,26.94,26.09,61.92,1021.83,359.16,359.83,260.15,-3.178381,24.294687,72.352601,0.015438,-0.002819,1.033484,-0.00016,0.000438,0.000118,0,2015-08-21 00:26:50
171,35.42,26.95,26.1,62.02,1021.83,359.13,359.85,259.85,-3.367119,24.529326,72.542906,0.01539,-0.002907,1.033551,-2.9E-05,-0.000836,-9.3E-05,0,2015-08-21 00:27:01
172,35.35,26.95,26.1,62.04,1021.84,359.14,359.83,259.98,-3.282692,24.651767,72.738299,0.015385,-0.002818,1.033486,-0.000207,0.00177,1.1E-05,0,2015-08-21 00:27:10
173,35.37,26.94,26.1,61.96,1021.86,359.13,359.8,260.22,-3.262834,24.836226,72.44462,0.015456,-0.002887,1.033575,-0.000296,-0.000592,0.000314,0,2015-08-21 00:27:20
174,35.48,26.93,26.1,61.77,1021.85,359.06,359.81,259.79,-3.387588,24.618124,72.485812,0.015441,-0.002866,1.033564,-0.00034,-0.001245,0.000182,0,2015-08-21 00:27:31
175,35.39,26.94,26.1,61.7,1021.83,359.1,359.82,259.79,-3.323869,24.348304,72.395331,0.015397,-0.002826,1.033564,-0.000308,0.000129,0.000177,0,2015-08-21 00:27:40
176,35.4,26.93,26.11,61.93,1021.82,359.09,359.83,260.9,-2.833314,24.45229,72.583016,0.015379,-0.002856,1.03348,-1.6E-05,-0.000278,0.000233,0,2015-08-21 00:27:50
177,35.41,26.94,26.11,61.98,1021.85,359.15,359.83,261.09,-2.780329,24.254607,72.524262,0.01538,-0.002895,1.033543,-0.000188,0.00216,0.000337,0,2015-08-21 00:28:01
178,35.41,26.96,26.11,61.8,1021.83,359.1,359.83,260.43,-3.109404,24.325866,72.561267,0.015286,-0.002768,1.033512,-5.7E-05,-0.003364,0.000334,0,2015-08-21 00:28:10
179,35.44,26.94,26.11,61.84,1021.84,359.15,359.83,260.37,-3.083431,24.26189,72.47592,0.015338,-0.002743,1.033613,-4.7E-05,-0.001332,0.000292,0,2015-08-21 00:28:20
180,35.36,26.95,26.11,61.92,1021.83,359.13,359.81,260.17,-3.191532,24.372509,72.382588,0.015374,-0.002904,1.033503,-0.000445,-0.000563,0.000366,0,2015-08-21 00:28:31
181,35.38,26.95,26.11,61.73,1021.84,359.11,359.82,260.07,-3.254418,24.479024,72.084208,0.01543,-0.002899,1.033568,-0.000323,0.001005,0.000386,0,2015-08-21 00:28:40
182,35.42,26.95,26.11,61.91,1021.84,359.11,359.82,259.95,-3.308845,24.555039,72.100809,0.015493,-0.002851,1.033476,-0.000107,-0.00127,0.000434,0,2015-08-21 00:28:50
183,35.42,26.97,26.11,62.11,1021.82,359.14,359.82,260.29,-3.13556,24.517857,72.53341,0.015426,-0.002855,1.033417,-0.000354,0.000639,0.000199,0,2015-08-21 00:29:01
184,35.44,26.96,26.11,61.89,1021.85,359.2,359.84,260.08,-3.214371,24.258387,72.390305,0.015455,-0.002799,1.033374,-8E-05,0.001344,-4.3E-05,0,2015-08-21 00:29:10
185,35.41,26.96,26.11,61.98,1021.86,359.17,359.84,259.85,-3.327587,24.258193,72.603235,0.015508,-0.002996,1.033486,-0.000167,-0.001411,4.1E-05,0,2015-08-21 00:29:20
186,35.45,26.95,26.11,61.89,1021.86,359.19,359.87,259.85,-3.340133,24.32151,72.300678,0.015402,-0.002775,1.033477,0.000185,-0.001899,6E-05,0,2015-08-21 00:29:31
187,35.36,26.96,26.11,61.88,1021.87,359.1,359.84,260,-3.221837,24.28096,72.530725,0.015376,-0.002779,1.033427,-0.000165,-9.1E-05,9.1E-05,0,2015-08-21 00:29:40
188,35.47,26.96,26.12,61.98,1021.87,359.07,359.84,260.39,-3.055442,24.088381,72.857586,0.01537,-0.002771,1.033482,0.000177,-0.000732,8.1E-05,0,2015-08-21 00:29:50
189,35.39,26.96,26.12,61.89,1021.87,359.13,359.83,260.49,-2.944889,24.077496,72.682828,0.015493,-0.002965,1.033423,-0.000187,-0.000768,0.000229,0,2015-08-21 00:30:01
190,35.45,26.96,26.12,61.84,1021.87,359.21,359.85,260.62,-2.991364,24.30092,72.460998,0.015408,-0.002812,1.033541,2.6E-05,-0.001539,-0.000175,0,2015-08-21 00:30:10
191,35.42,26.97,26.12,61.81,1021.86,359.2,359.86,260.61,-2.950735,24.265492,72.238547,0.015299,-0.002807,1.033533,0.000165,-5E-05,-0.000178,0,2015-08-21 00:30:21
192,35.4,26.96,26.12,61.91,1021.86,359.16,359.86,260.73,-2.905841,24.345254,72.584184,0.015368,-0.002774,1.033482,0.000383,-0.000728,0.000169,0,2015-08-21 00:30:31
193,35.47,26.96,26.12,61.87,1021.87,359.08,359.85,260.47,-3.11219,24.583143,72.619339,0.015381,-0.002799,1.033602,6.8E-05,-0.000134,-6.3E-05,0,2015-08-21 00:30:40
194,35.44,26.95,26.12,61.74,1021.88,359.04,359.84,260.76,-2.935633,24.871381,72.841131,0.015491,-0.002747,1.033488,-0.000105,0.000997,0.000161,0,2015-08-21 00:30:51
195,35.43,26.95,26.12,61.87,1021.85,359.12,359.86,260.94,-2.9692,24.885901,72.397468,0.015341,-0.00273,1.033541,0.000294,0.000739,-6E-05,0,2015-08-21 00:31:01
196,35.42,26.96,26.12,61.8,1021.84,359.16,359.86,260.74,-3.033155,24.969703,72.6179,0.015394,-0.002825,1.033473,2.4E-05,-0.000614,-0.000114,0,2015-08-21 00:31:10
197,35.49,26.95,26.12,61.56,1021.85,359.14,359.84,260.81,-2.98411,25.056371,72.850194,0.015412,-0.002875,1.033619,-0.000234,-0.001102,7E-05,0,2015-08-21 00:31:21
198,35.47,26.95,26.11,61.89,1021.86,359.14,359.83,260.79,-3.01364,25.142193,72.625774,0.015412,-0.002698,1.033501,-0.000178,-0.000917,0.000253,0,2015-08-21 00:31:31
199,35.48,26.96,26.11,61.75,1021.88,359.16,359.84,261.02,-2.901084,24.89858,72.388194,0.015325,-0.002883,1.033506,0.000156,-0.000856,3.2E-05,0,2015-08-21 00:31:40
